invid,invhyas,invname,eigentuemer,messnetz_klartext,zcoordb,invmbeg,invzbeg,invzend,xcoord,ycoord,link,lon,lat
BL415C0038FIL003,1845,1845,Berliner Wasserbetriebe,-,38.59,38.97,71.99,72.99,376218.01,5814317.25,mailto:grundwasserstand-info@bwb.de,376218.01,5814317.25
BL415C0058FIL001,1667,1667,Berliner Wasserbetriebe,-,51.09,51.64,28.63,29.63,375232.93,5815625.92,mailto:grundwasserstand-info@bwb.de,375232.93,5815625.92
BL415C0079FIL001,1937,1937,Berliner Wasserbetriebe,-,60.47,61.11,43.4,45.4,377858.15,5815957.98,mailto:grundwasserstand-info@bwb.de,377858.15,5815957.98
BL415C0080FIL003,1980,1980,Berliner Wasserbetriebe,-,31.53,32.23,39.46,54.46,377661.94,5814894.77,mailto:grundwasserstand-info@bwb.de,377661.94,5814894.77
BL415C0081FIL001,1637,1637,Berliner Wasserbetriebe,-,31.41,32.15,14.21,15.21,375661.2,5813957.85,mailto:grundwasserstand-info@bwb.de,375661.2,5813957.85
BL415C0082FIL001,1650,1650,Berliner Wasserbetriebe,-,54.05,54.0,28.52,29.52,375767.48,5814866.79,mailto:grundwasserstand-info@bwb.de,375767.48,5814866.79
BL415C0083FIL001,1655,1655,Berliner Wasserbetriebe,-,36.86,37.09,14.88,15.88,376330.66,5815824.04,mailto:grundwasserstand-info@bwb.de,376330.66,5815824.04
BL415C0084FIL001,1656,1656,Berliner Wasserbetriebe,-,31.92,32.33,21.0,22.0,376620.14,5815481.55,mailto:grundwasserstand-info@bwb.de,376620.14,5815481.55
BL415C0085FIL001,1657,1657,Berliner Wasserbetriebe,-,31.05,31.58,21.8,29.8,376496.06,5814898.94,mailto:grundwasserstand-info@bwb.de,376496.06,5814898.94
BL415C0087FIL002,1899,1899,Berliner Wasserbetriebe,-,38.73,39.4,19.5,21.5,375656.66,5814139.93,mailto:grundwasserstand-info@bwb.de,375656.66,5814139.93
BL415C0088FIL001,1900,1900,Berliner Wasserbetriebe,-,38.7,39.41,17.5,19.5,375659.49,5814130.88,mailto:grundwasserstand-info@bwb.de,375659.49,5814130.88
BL415C0090FIL001,1987,1987,Berliner Wasserbetriebe,-,53.31,53.8,25.33,27.33,376306.4,5814916.54,mailto:grundwasserstand-info@bwb.de,376306.4,5814916.54
BL415C0091FIL001,1996,1996,Berliner Wasserbetriebe,-,40.56,41.19,37.6,40.6,376174.54,5814555.07,mailto:grundwasserstand-info@bwb.de,376174.54,5814555.07
BL415C0092FIL001,3340,3340,Land Berlin,-,31.79,32.5,75.0,77.0,377221.84,5815730.09,,377221.84,5815730.09
BL415C0093FIL001,3342,3342,Land Berlin,-,30.48,31.18,75.0,77.0,377188.78,5815726.72,,377188.78,5815726.72
BL415C0094FIL001,3344,3344,Land Berlin,-,30.23,30.94,78.0,80.0,377173.67,5815721.01,,377173.67,5815721.01
BL415C0096FIL002,4863,4863,Land Berlin,-,40.81,41.03,200.0,203.0,375782.18,5814430.53,,375782.18,5814430.53
BL415C0097FIL003,4864,4864,Land Berlin,-,40.62,40.87,138.0,142.0,375787.09,5814425.44,,375787.09,5814425.44
BL415C0098FIL003,4865,4865,Land Berlin,-,40.43,40.74,88.0,92.0,375791.05,5814423.36,,375791.05,5814423.36
BL415C0099FIL001,4807,4807,Land Berlin,-,40.0,40.14,42.6,46.6,375782.37,5814440.53,,375782.37,5814440.53
BL415C0099FIL002,4808,4808,Land Berlin,-,40.0,40.14,32.5,41.4,375782.37,5814440.53,,375782.37,5814440.53
BL415C0100FIL001,4852,4852,Land Berlin,-,60.24,60.78,32.5,39.5,375107.74,5815037.33,,375107.74,5815037.33
BL415C0112FIL001,1262,1262,Berliner Wasserbetriebe,-,30.14,30.47,19.37,20.37,377278.37,5815022.06,mailto:grundwasserstand-info@bwb.de,377278.37,5815022.06
BL415C0120FIL001,4458,4458,Land Berlin,aktives Messnetz Grundwasserstand,50.82,50.69,170.0,178.0,374863.16,5813954.03,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=4458,374863.16,5813954.03
BL415C0121FIL001,4459,4459,Land Berlin,-,51.1,51.0,135.0,140.0,374969.4,5814072.0,,374969.4,5814072.0
BL415C0122FIL001,4460,4460,Land Berlin,aktives Messnetz Grundwasserstand,51.05,50.93,27.0,29.0,374974.49,5814076.9,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=4460,374974.49,5814076.9
BL415C0123FIL001,4461,4461,Land Berlin,aktives Messnetz Grundwasserstand,51.07,50.94,98.0,104.0,374978.53,5814078.83,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=4461,374978.53,5814078.83
BL415C0124FIL001,4885,4885,Land Berlin,aktives Messnetz Grundwasserstand,51.05,50.94,57.0,63.0,374975.37,5814070.89,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=4885,374975.37,5814070.89
BL415C0127FIL001,7199,7199,Land Berlin,-,62.73,63.12,25.0,33.0,377433.07,5816058.06,,377433.07,5816058.06
BL415C0128FIL001,7200,7200,Land Berlin,aktives Messnetz Grundwasserstand,62.72,63.2,52.0,58.0,377428.07,5816058.16,,377428.07,5816058.16
BL415C0129FIL001,7201,7201,Land Berlin,aktives Messnetz Grundwasserstand,62.77,63.21,72.0,78.0,377423.07,5816058.25,,377423.07,5816058.25
BL415C0135FIL001,1278,1278,Berliner Wasserbetriebe,-,31.8,32.29,18.2,0.0,377790.28,5814860.33,mailto:grundwasserstand-info@bwb.de,377790.28,5814860.33
BL415C0229FIL001,1949,1949,Berliner Wasserbetriebe,-,39.71,40.36,3.5,13.5,376549.82,5815201.9,mailto:grundwasserstand-info@bwb.de,376549.82,5815201.9
BL415C0296FIL002,2554,2554,Berliner Wasserbetriebe,-,29.85,30.75,164.9,168.9,377598.84,5814836.97,mailto:grundwasserstand-info@bwb.de,377598.84,5814836.97
BL415C0297FIL001,2555,2555,Berliner Wasserbetriebe,-,29.98,30.86,68.26,70.26,377591.09,5814850.12,mailto:grundwasserstand-info@bwb.de,377591.09,5814850.12
BL415C0298FIL001,2556,2556,Berliner Wasserbetriebe,-,30.75,31.23,61.06,63.06,377604.49,5814923.86,mailto:grundwasserstand-info@bwb.de,377604.49,5814923.86
BL415C0299FIL001,2557,2557,Berliner Wasserbetriebe,-,30.8,31.29,147.06,155.06,377597.61,5814929.99,mailto:grundwasserstand-info@bwb.de,377597.61,5814929.99
BL415C0349FIL001,10444,10444,Land Berlin,-,48.68,,20.8,24.8,374793.44,5813758.36,,374793.44,5813758.36
BL415C0350FIL001,10445,10445,Land Berlin,-,48.84,,32.0,36.0,374798.55,5813764.26,,374798.55,5813764.26
BL415C0351FIL001,10447,10447,Land Berlin,-,32.01,32.77,13.0,15.0,375976.27,5814097.6,,375976.27,5814097.6
BL415C0352FIL001,10446,10446,Land Berlin,-,31.21,31.86,4.7,7.7,376190.53,5814202.06,,376190.53,5814202.06
BL415C0353FIL001,10448,10448,Land Berlin,-,31.12,,12.0,15.0,375819.77,5813987.84,,375819.77,5813987.84
BL415C0354FIL001,10449,10449,Land Berlin,-,30.19,,13.0,15.0,376062.92,5814049.21,,376062.92,5814049.21
BL415C0355FIL001,10450,10450,Land Berlin,aktives Messnetz Grundwassergüte,30.14,,3.0,5.0,376337.71,5814090.99,,376337.71,5814090.99
BL415C0356FIL001,10451,10451,Land Berlin,-,30.7,,3.0,5.0,376212.45,5814024.37,,376212.45,5814024.37
BL415C0357FIL001,10452,10452,Land Berlin,-,30.76,,3.0,5.0,376070.1,5813953.08,,376070.1,5813953.08
BL415C0366FIL001,24202,24202,Berliner Wasserbetriebe,-,29.97,30.86,68.26,70.26,377591.09,5814850.12,mailto:grundwasserstand-info@bwb.de,377591.09,5814850.12
BL415C0460FIL001,12010,BEE163OP,Berliner Wasserbetriebe,-,31.25,31.23,5.9,7.9,377433.3,5814568.8,mailto:grundwasserstand-info@bwb.de,377433.3,5814568.8
BL415C0461FIL001,12011,BEE163MP1,Berliner Wasserbetriebe,-,31.25,31.18,24.2,26.2,377431.2,5814568.5,mailto:grundwasserstand-info@bwb.de,377431.2,5814568.5
BL415C0462FIL001,12012,BEE163MP2,Berliner Wasserbetriebe,-,31.23,31.16,34.1,36.1,377429.0,5814568.1,mailto:grundwasserstand-info@bwb.de,377429.0,5814568.1
BL415C0463FIL001,12013,BEE163UP,Berliner Wasserbetriebe,-,31.2,31.16,64.2,66.2,377426.8,5814567.6,mailto:grundwasserstand-info@bwb.de,377426.8,5814567.6
BL415C0464FIL001,12017,BEE165MP,Berliner Wasserbetriebe,-,84.08,84.89,78.2,80.2,377618.1,5813977.6,mailto:grundwasserstand-info@bwb.de,377618.1,5813977.6
BL415C0465FIL001,12018,BEE165UP,Berliner Wasserbetriebe,-,84.13,84.81,99.2,101.2,377619.5,5813979.3,mailto:grundwasserstand-info@bwb.de,377619.5,5813979.3
BL415C0466FIL001,12019,BEE166OP,Berliner Wasserbetriebe,-,57.7,58.62,36.2,38.2,377188.7,5813912.3,mailto:grundwasserstand-info@bwb.de,377188.7,5813912.3
BL415C0467FIL001,12020,BEE166UP,Berliner Wasserbetriebe,-,57.48,58.2,73.0,75.0,377185.2,5813914.2,mailto:grundwasserstand-info@bwb.de,377185.2,5813914.2
BL415C0470FIL001,12030,KLA053MP,Berliner Wasserbetriebe,-,31.26,32.17,29.0,31.0,376186.9,5814200.0,mailto:grundwasserstand-info@bwb.de,376186.9,5814200.0
BL415C0471FIL001,12031,KLA053UP,Berliner Wasserbetriebe,-,31.21,31.81,65.3,67.3,376188.8,5814201.1,mailto:grundwasserstand-info@bwb.de,376188.8,5814201.1
BL415C0472FIL001,12032,KLA077MP,Berliner Wasserbetriebe,-,31.66,32.53,16.9,18.9,375925.6,5814071.7,mailto:grundwasserstand-info@bwb.de,375925.6,5814071.7
BL415C0473FIL001,12033,KLA077UP,Berliner Wasserbetriebe,-,31.69,32.24,61.3,63.3,375923.6,5814070.9,mailto:grundwasserstand-info@bwb.de,375923.6,5814070.9
BL415C0474FIL001,12034,KLA078OP,Berliner Wasserbetriebe,-,40.57,41.49,18.8,20.8,376153.1,5814538.8,mailto:grundwasserstand-info@bwb.de,376153.1,5814538.8
BL415C0475FIL001,12035,KLA078UP,Berliner Wasserbetriebe,-,40.54,41.15,72.8,74.8,376155.6,5814539.3,mailto:grundwasserstand-info@bwb.de,376155.6,5814539.3
BL415C0476FIL001,12036,KLA079,Berliner Wasserbetriebe,-,45.24,46.12,71.8,73.8,375719.4,5814182.0,mailto:grundwasserstand-info@bwb.de,375719.4,5814182.0
BL415C0477FIL001,12037,KLA080,Berliner Wasserbetriebe,-,48.59,49.5,35.9,37.9,375952.4,5814320.0,mailto:grundwasserstand-info@bwb.de,375952.4,5814320.0
BL415D0004FIL001,1957,1957,Berliner Wasserbetriebe,-,56.95,57.49,26.45,36.45,380075.56,5813933.93,mailto:grundwasserstand-info@bwb.de,380075.56,5813933.93
BL415D0005FIL001,4714,4714,Land Berlin,-,56.63,57.39,20.5,46.5,378849.05,5814956.19,,378849.05,5814956.19
BL415D0021FIL001,1741,1741,Berliner Wasserbetriebe,-,53.48,54.04,35.42,36.42,379610.54,5814825.72,mailto:grundwasserstand-info@bwb.de,379610.54,5814825.72
BL415D0021FIL002,1742,1742,Berliner Wasserbetriebe,-,53.48,53.94,69.64,70.64,379610.54,5814825.72,mailto:grundwasserstand-info@bwb.de,379610.54,5814825.72
BL415D0041FIL001,1875,1875,Berliner Wasserbetriebe,-,49.34,49.28,57.5,59.5,378192.3,5814862.69,mailto:grundwasserstand-info@bwb.de,378192.3,5814862.69
BL415D0042FIL001,1876,1876,Berliner Wasserbetriebe,-,44.42,44.95,57.5,59.5,378535.54,5814718.17,mailto:grundwasserstand-info@bwb.de,378535.54,5814718.17
BL415D0043FIL001,1617,1617,Berliner Wasserbetriebe,-,55.7,56.31,35.5,36.5,380122.42,5815293.96,mailto:grundwasserstand-info@bwb.de,380122.42,5815293.96
BL415D0045FIL001,7044,7044,Land Berlin,aktives Messnetz Grundwasserstand und -güte,54.51,54.82,32.64,48.66,380923.92,5815690.7,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=7044,380923.92,5815690.7
BL415D0047FIL001,1731,1731,Berliner Wasserbetriebe,-,50.41,51.23,25.5,26.5,380549.43,5814611.88,mailto:grundwasserstand-info@bwb.de,380549.43,5814611.88
BL415D0049FIL001,1727,1727,Berliner Wasserbetriebe,-,53.97,54.3,27.42,28.42,380274.57,5813672.16,mailto:grundwasserstand-info@bwb.de,380274.57,5813672.16
BL415D0050FIL001,1277,1277,Berliner Wasserbetriebe,-,36.15,36.7,18.95,19.95,378594.78,5814678.04,mailto:grundwasserstand-info@bwb.de,378594.78,5814678.04
BL415D0052FIL001,1733,1733,Berliner Wasserbetriebe,-,55.34,55.99,41.5,45.5,379741.12,5814225.27,mailto:grundwasserstand-info@bwb.de,379741.12,5814225.27
BL415D0056FIL001,7287,7287,Land Berlin,-,49.36,49.84,145.0,151.0,380892.76,5813736.41,,380892.76,5813736.41
BL415D0057FIL001,7290,7290,Land Berlin,aktives Messnetz Grundwassergüte,49.39,50.18,33.3,42.7,380894.5,5813733.7,,380894.5,5813733.7
BL415D0058FIL001,7288,7288,Land Berlin,-,49.47,49.93,117.0,123.0,380896.61,5813728.33,,380896.61,5813728.33
BL415D0059FIL001,7289,7289,Land Berlin,-,49.42,49.88,70.0,76.0,380894.65,5813730.37,,380894.65,5813730.37
BL415D0060FIL001,7291,7291,Land Berlin,aktives Messnetz Grundwasserstand und -güte,49.48,50.29,21.0,24.5,380890.0,5813734.6,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=7291,380890.0,5813734.6
BL415D0061FIL002,7196,7196,Land Berlin,aktives Messnetz Grundwasserstand,57.34,57.65,91.6,97.6,378987.51,5814822.57,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=7196,378987.51,5814822.57
BL415D0062FIL001,7195,7195,Land Berlin,aktives Messnetz Grundwasserstand und -güte,57.28,57.66,30.3,44.3,378983.58,5814826.64,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=7195,378983.58,5814826.64
BL415D0063FIL001,7318,7318,Land Berlin,-,57.27,57.67,190.7,196.7,379012.19,5814806.1,,379012.19,5814806.1
BL415D0064FIL003,7045,7045,Land Berlin,aktives Messnetz Grundwasserstand und -güte,54.71,55.06,94.23,108.27,380910.77,5815682.95,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=7045,380910.77,5815682.95
BL415D0065FIL001,7053,7053,Land Berlin,-,56.73,57.1,27.63,30.58,378267.4,5815925.8,,378267.4,5815925.8
BL415D0066FIL001,7054,7054,Land Berlin,aktives Messnetz Grundwasserstand,56.78,57.08,42.61,52.61,378275.3,5815914.69,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=7054,378275.3,5815914.69
BL415D0067FIL001,7055,7055,Land Berlin,aktives Messnetz Grundwasserstand,56.78,57.08,66.26,94.26,378272.15,5815918.35,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=7055,378272.15,5815918.35
BL415D0068FIL002,7056,7056,Land Berlin,aktives Messnetz Grundwasserstand,56.72,57.07,180.34,194.34,378269.62,5815921.59,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=7056,378269.62,5815921.59
BL415D0069FIL001,1615,1615,Berliner Wasserbetriebe,-,37.16,38.79,22.6,23.6,378619.99,5816056.49,mailto:grundwasserstand-info@bwb.de,378619.99,5816056.49
BL415D0070FIL001,1276,1276,Berliner Wasserbetriebe,-,49.19,49.73,16.66,48.66,378115.32,5813969.2,mailto:grundwasserstand-info@bwb.de,378115.32,5813969.2
BL415D0071FIL001,2595,2595,Berliner Wasserbetriebe,-,28.9,29.77,1.16,4.16,378801.0,5815555.0,mailto:grundwasserstand-info@bwb.de,378801.0,5815555.0
BL415D0072FIL001,24201,24201,Land Berlin,-,28.38,29.46,6.1,7.45,378799.02,5815552.98,,378799.02,5815552.98
BL415D0077FIL001,15193,15193,Land Berlin,aktives Messnetz Grundwasserstand,56.53,57.28,35.8,37.8,379216.4,5815125.3,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=15193,379216.4,5815125.3
BL415D0078FIL001,15194,15194,Land Berlin,-,56.51,57.3,27.4,29.4,378917.0,5814388.9,,378917.0,5814388.9
BL415D0080FIL001,12009,BEE110UP,Berliner Wasserbetriebe,-,49.63,50.56,63.9,65.9,378111.9,5813975.5,mailto:grundwasserstand-info@bwb.de,378111.9,5813975.5
BL415D0081FIL001,12014,BEE164OP,Berliner Wasserbetriebe,-,75.79,76.63,50.0,52.0,377936.2,5814389.6,mailto:grundwasserstand-info@bwb.de,377936.2,5814389.6
BL415D0082FIL001,12015,BEE164MP,Berliner Wasserbetriebe,-,75.76,76.43,73.2,75.2,377937.7,5814388.6,mailto:grundwasserstand-info@bwb.de,377937.7,5814388.6
BL415D0083FIL001,12016,BEE164UP,Berliner Wasserbetriebe,-,75.8,76.32,92.2,94.2,377939.3,5814387.7,mailto:grundwasserstand-info@bwb.de,377939.3,5814387.7
BL416B0001FIL001,4017,4017,Land Berlin,-,42.87,43.33,11.7,12.7,373584.13,5816317.24,,373584.13,5816317.24
BL416B0002FIL001,4007,4007,Land Berlin,-,41.14,41.71,10.1,20.1,373749.27,5816693.09,,373749.27,5816693.09
BL416B0007FIL001,4009,4009,Land Berlin,-,45.34,46.07,14.4,24.4,373695.78,5816299.12,,373695.78,5816299.12
BL416B0008FIL001,4008,4008,Land Berlin,aktives Messnetz Grundwasserstand,40.19,40.69,19.5,24.5,373272.14,5816475.17,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=4008,373272.14,5816475.17
BL416B0019FIL001,1665,1665,Berliner Wasserbetriebe,-,46.83,47.46,18.0,19.0,374577.34,5818012.28,mailto:grundwasserstand-info@bwb.de,374577.34,5818012.28
BL416B0020FIL001,1904,1904,Berliner Wasserbetriebe,-,34.65,35.37,5.5,6.5,374368.96,5817098.28,mailto:grundwasserstand-info@bwb.de,374368.96,5817098.28
BL416B0021FIL001,4010,4010,Land Berlin,-,40.11,40.71,8.6,16.6,373270.05,5816470.21,,373270.05,5816470.21
BL416B0095FIL001,10443,10443,Land Berlin,aktives Messnetz Grundwassergüte,41.49,42.42,12.0,15.95,373592.44,5816849.06,,373592.44,5816849.06
BL416B0098FIL001,25543,25543,Berliner Wasserbetriebe,-,35.05,35.49,0.0,0.0,374188.86,5817250.7,mailto:grundwasserstand-info@bwb.de,374188.86,5817250.7
BL416B0099FIL001,25544,25544,Berliner Wasserbetriebe,-,33.15,33.95,18.01,19.01,374182.78,5816930.83,mailto:grundwasserstand-info@bwb.de,374182.78,5816930.83
BL416D0001FIL001,4654,4654,Land Berlin,-,46.61,47.33,23.3,28.3,373708.67,5816082.88,,373708.67,5816082.88
BL416D0002FIL001,4719,4719,Land Berlin,-,48.28,48.28,7.17,28.17,374433.09,5814002.2,,374433.09,5814002.2
BL416D0003FIL001,4042,4042,Land Berlin,-,46.65,47.28,17.7,23.7,374590.4,5815439.15,,374590.4,5815439.15
BL416D0037FIL001,4011,4011,Land Berlin,-,45.38,45.88,14.5,21.0,373481.59,5815710.22,,373481.59,5815710.22
BL416D0038FIL001,4003,4003,Land Berlin,aktives Messnetz Grundwasserstand,45.23,45.7,22.6,25.6,373490.62,5815712.05,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=4003,373490.62,5815712.05
BL416D0039FIL001,4024,4024,Land Berlin,-,46.71,47.37,26.7,29.7,374587.33,5815435.2,,374587.33,5815435.2
BL416D0040FIL001,1974,1974,Berliner Wasserbetriebe,-,51.39,51.96,30.27,40.27,374565.25,5813800.7,mailto:grundwasserstand-info@bwb.de,374565.25,5813800.7
BL416D0041FIL001,4851,4851,Land Berlin,aktives Messnetz Grundwasserstand,38.3,38.41,27.2,33.2,373295.21,5813901.84,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=4851,373295.21,5813901.84
BL416D0042FIL001,4717,4717,Land Berlin,-,48.87,48.68,29.0,34.0,374423.22,5814009.39,,374423.22,5814009.39
BL416D0043FIL001,4716,4716,Land Berlin,-,49.02,48.79,20.0,29.0,374375.83,5814041.29,,374375.83,5814041.29
BL416D0045FIL001,4016,4016,Land Berlin,-,49.63,50.16,32.2,34.2,374530.1,5814108.35,,374530.1,5814108.35
BL416D0046FIL001,4015,4015,Land Berlin,aktives Messnetz Grundwasserstand,49.64,50.17,21.7,28.7,374538.25,5814116.2,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=4015,374538.25,5814116.2
BL416D0047FIL001,4005,4005,Land Berlin,aktives Messnetz Grundwasserstand,49.68,50.23,35.7,39.7,374534.18,5814112.27,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=4005,374534.18,5814112.27
BL416D0061FIL001,4004,4004,Land Berlin,-,46.76,47.31,22.5,28.5,373671.76,5814562.65,,373671.76,5814562.65
BL416D0062FIL001,4020,4020,Land Berlin,-,41.96,42.63,11.0,14.0,373029.49,5814231.88,,373029.49,5814231.88
BL416D0067FIL001,4014,4014,Land Berlin,-,46.73,47.23,16.7,19.7,373675.69,5814558.58,,373675.69,5814558.58
BL416D0069FIL001,4718,4718,Land Berlin,-,47.78,48.41,18.2,24.2,374331.32,5814014.14,,374331.32,5814014.14
BL416D0087FIL001,1632,1632,Berliner Wasserbetriebe,-,37.42,38.3,8.0,9.0,372232.17,5815108.0,mailto:grundwasserstand-info@bwb.de,372232.17,5815108.0
BL416D0088FIL001,1633,1633,Berliner Wasserbetriebe,-,46.54,46.45,23.8,24.8,373885.87,5815883.52,mailto:grundwasserstand-info@bwb.de,373885.87,5815883.52
BL416D0089FIL001,1651,1651,Berliner Wasserbetriebe,-,46.07,46.48,18.5,22.5,374011.25,5813852.23,mailto:grundwasserstand-info@bwb.de,374011.25,5813852.23
BL416D0090FIL001,1652,1652,Berliner Wasserbetriebe,-,41.72,42.25,25.55,35.55,372958.81,5814301.22,mailto:grundwasserstand-info@bwb.de,372958.81,5814301.22
BL416D0091FIL001,1945,1945,Berliner Wasserbetriebe,-,41.19,41.09,18.5,20.5,372709.93,5815884.88,mailto:grundwasserstand-info@bwb.de,372709.93,5815884.88
BL416D0093FIL001,1653,1653,Berliner Wasserbetriebe,-,48.48,49.38,7.68,28.68,374216.72,5814140.31,mailto:grundwasserstand-info@bwb.de,374216.72,5814140.31
BL416D0103FIL001,3153,3153,Land Berlin,-,32.06,32.53,16.25,19.25,371972.66,5814659.95,,371972.66,5814659.95
BL416D0104FIL001,3154,3154,Land Berlin,aktives Messnetz Grundwasserstand,40.94,41.64,21.0,23.0,372029.91,5813936.89,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=3154,372029.91,5813936.89
BL416D0105FIL001,1948,1948,Berliner Wasserbetriebe,-,47.17,47.64,18.5,22.5,373809.1,5814633.04,mailto:grundwasserstand-info@bwb.de,373809.1,5814633.04
BL416D0107FIL001,3210,3210,Land Berlin,-,32.04,32.53,1.9,2.9,371973.66,5814659.93,,371973.66,5814659.93
BL416D0108FIL001,3216,3216,Land Berlin,aktives Messnetz Grundwasserstand,40.74,41.43,10.9,11.9,372027.95,5813938.93,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=3216,372027.95,5813938.93
BL416D0113FIL001,4006,4006,Land Berlin,aktives Messnetz Grundwasserstand,40.26,40.88,8.5,18.5,372413.83,5815563.53,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=4006,372413.83,5815563.53
BL416D0210FIL001,4653,4653,Land Berlin,aktives Messnetz Grundwasserstand,46.63,47.36,14.0,19.0,373708.73,5816085.88,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=4653,373708.73,5816085.88
BL416D0778FIL001,2652,2652,Berliner Wasserbetriebe,-,37.46,38.3,7.45,9.45,372232.25,5815106.9,mailto:grundwasserstand-info@bwb.de,372232.25,5815106.9
BL416D0834FIL001,17320,17320,Land Berlin,aktives Messnetz Grundwasserstand,48.27,49.05,50.5,54.5,374147.3,5814438.1,,374147.3,5814438.1
BL421A1052FIL001,8349,8349,Land Berlin,aktives Messnetz Grundwasserstand,55.6,56.48,40.78,42.78,402664.59,5820817.71,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=8349,402664.59,5820817.71
BL421A1053FIL001,8044,8044,Land Berlin,aktives Messnetz Grundwasserstand,48.54,48.43,41.0,43.0,403219.0,5821426.4,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=8044,403219.0,5821426.4
BL421A1053FIL002,8045,8045,Land Berlin,aktives Messnetz Grundwasserstand,48.54,48.42,73.0,77.0,403219.0,5821426.4,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=8045,403219.0,5821426.4
BL421A1053FIL003,8046,8046,Land Berlin,-,48.54,49.55,103.0,105.0,403219.0,5821426.4,,403219.0,5821426.4
BL421A1085FIL001,7631,7631,Land Berlin,-,56.21,56.59,3.89,4.89,401769.21,5821470.68,,401769.21,5821470.68
BL421A1086FIL001,7632,7632,Land Berlin,-,55.9,55.85,2.0,3.0,401772.06,5821515.62,,401772.06,5821515.62
BL421A1087FIL001,7633,7633,Land Berlin,-,55.75,55.67,2.8,3.8,401724.07,5821515.54,,401724.07,5821515.54
BL421A1088FIL001,6660,6660,Land Berlin,-,55.24,55.13,8.36,9.36,401749.54,5821383.07,,401749.54,5821383.07
BL421A1089FIL001,7621,7621,Land Berlin,-,54.84,,0.0,0.01,401842.23,5822628.17,,401842.23,5822628.17
BL421A1090FIL001,7624,7624,Land Berlin,-,61.46,62.06,7.9,8.9,402161.82,5822398.11,,402161.82,5822398.11
BL421A1091FIL001,7626,7626,Land Berlin,-,53.2,53.76,0.0,0.01,401267.61,5822277.14,,401267.61,5822277.14
BL421A1092FIL001,7634,7634,Land Berlin,-,63.15,63.66,3.73,4.73,403391.76,5822612.68,,403391.76,5822612.68
BL421A1093FIL001,7628,7628,Land Berlin,-,54.62,55.34,2.2,3.2,402978.77,5822137.59,,402978.77,5822137.59
BL421A1094FIL001,7629,7629,Land Berlin,-,56.97,56.79,0.0,0.01,402380.47,5821856.01,,402380.47,5821856.01
BL421A1096FIL001,6659,6659,Land Berlin,-,54.19,54.14,4.7,5.7,402276.04,5821412.05,,402276.04,5821412.05
BL421A1119FIL001,9053,9053,Land Berlin,-,52.31,52.75,3.4,4.4,401135.16,5821674.73,,401135.16,5821674.73
BL421A1120FIL001,9054,9054,Land Berlin,-,52.65,52.51,4.42,5.42,401159.01,5821667.28,,401159.01,5821667.28
BL421A1121FIL001,9055,9055,Land Berlin,-,54.6,55.1,1.7,2.7,401988.59,5821544.5,,401988.59,5821544.5
BL421A1122FIL001,9056,9056,Land Berlin,-,56.59,56.86,3.21,4.21,402001.41,5820694.35,,402001.41,5820694.35
BL421A1123FIL001,9093,9093,Land Berlin,-,59.3,59.98,19.0,20.0,402475.63,5822390.14,,402475.63,5822390.14
BL421A1170FIL001,4928,4928,Land Berlin,aktives Messnetz Grundwasserstand,53.3,53.17,32.53,37.23,403521.8,5820881.4,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=4928,403521.8,5820881.4
BL421A1171FIL001,4929,4929,Land Berlin,-,45.03,45.66,1.0,4.0,403540.84,5821199.0,,403540.84,5821199.0
BL421A1172FIL001,4931,4931,Land Berlin,-,45.8,46.41,2.0,4.0,403397.02,5821417.71,,403397.02,5821417.71
BL421A1173FIL001,4932,4932,Land Berlin,-,51.78,51.68,33.0,38.0,403187.39,5821330.71,,403187.39,5821330.71
